,host_id,number_of_reviews,neighbourhood_cleansed,host_acceptance_rate,host_response_rate,room_type,amenities,price,host_verifications,bathrooms_text,description,host_name,id,number,type,listing_id
8135,17391453,16,Biarritz,40%,0%,Private room,23,90.0,"['email', 'phone']",1 private bath,698.0,Delphine,47841759,1.0,private bath,47841759
8136,137695640,36,Hendaye,99%,81%,Entire home/apt,31,75.0,"['email', 'phone']",1 bath,1000.0,Maeva,47843307,1.0,bath,47843307
8137,381946136,3,Boucau,87%,90%,Entire home/apt,7,100.0,['phone'],1 bath,364.0,Sci En Amor Sylvie,47844611,1.0,bath,47844611
8138,137695640,36,Urrugne,99%,81%,Entire home/apt,37,89.0,"['email', 'phone']",1 bath,1000.0,Maeva,47845898,1.0,bath,47845898
8140,3973708,1,Biarritz,54%,100%,Entire home/apt,38,329.0,"['email', 'phone']",1 bath,1000.0,Alexandra,47851313,1.0,bath,47851313
8141,2650897,2,Biarritz,97%,100%,Entire home/apt,15,192.0,"['email', 'phone']",1 bath,651.0,Agence Lavigne Immobilier,48008500,1.0,bath,48008500
8142,16450088,8,Bayonne,100%,100%,Entire home/apt,7,70.0,"['email', 'phone']",1 bath,951.0,Jennifer,48009671,1.0,bath,48009671
8143,25222692,39,Urrugne,87%,90%,Entire home/apt,41,86.0,"['email', 'phone']",1 bath,554.0,Rafaele,48013224,1.0,bath,48013224
8144,20394484,3,Anglet,100%,100%,Entire home/apt,56,390.0,"['email', 'phone']",2 baths,840.0,Nicolas,48013722,2.0,baths,48013722
8145,385697685,14,Anglet,100%,100%,Entire home/apt,10,70.0,"['email', 'phone']",1 bath,563.0,Benoit,47852150,1.0,bath,47852150
8146,184400539,9,Cambo-les-Bains,99%,100%,Entire home/apt,39,42.0,"['email', 'phone']",1 bath,1000.0,Marc,48014190,1.0,bath,48014190
8147,241886094,150,Saint-Jean-de-Luz,100%,100%,Entire home/apt,30,80.0,"['email', 'phone']",1 bath,612.0,Ericka Et Damien,48015291,1.0,bath,48015291
8148,43071804,104,Biriatou,98%,100%,Private room,31,56.0,"['email', 'phone']",1 private bath,363.0,Flavie,47864067,1.0,private bath,47864067
8149,1311926,2,Bidart,75%,100%,Entire home/apt,57,365.0,"['email', 'phone']",2 baths,990.0,Susana,47877381,2.0,baths,47877381
8151,345555696,0,Saint-Jean-de-Luz,68%,100%,Entire home/apt,17,39.0,"['email', 'phone']",1 bath,1000.0,Adrien,47878324,1.0,bath,47878324
8152,107343969,9,Saint-Jean-de-Luz,85%,86%,Entire home/apt,22,82.0,"['email', 'phone']",1 bath,1000.0,Luc,47883154,1.0,bath,47883154
8153,130005487,1,Anglet,100%,98%,Entire home/apt,17,250.0,"['email', 'phone']",1 bath,1000.0,Agence Poplidays,48017046,1.0,bath,48017046
8154,133059316,4,Saint-Jean-de-Luz,100%,87%,Entire home/apt,17,250.0,"['email', 'phone']",1 bath,872.0,Agence Poplidays 5,47891143,1.0,bath,47891143
8155,130005487,6,Biarritz,100%,98%,Entire home/apt,17,250.0,"['email', 'phone']",1 bath,1000.0,Agence Poplidays,47891245,1.0,bath,47891245
8156,143716529,22,Ciboure,100%,100%,Entire home/apt,43,80.0,"['email', 'phone']",1 bath,1000.0,Benjamin,48018286,1.0,bath,48018286
8157,45642645,4,Ciboure,100%,0%,Entire home/apt,15,170.0,"['email', 'phone']",1.5 baths,1000.0,Camille,47894721,1.5,baths,47894721
8158,380812626,4,Bassussarry,100%,100%,Entire home/apt,64,450.0,['email'],4.5 baths,1000.0,Hélène,47896657,4.5,baths,47896657
8159,40632216,7,EspÃ¨s-Undurein,10%,0%,Private room,8,30.0,['phone'],1 shared bath,396.0,Kévin,48019652,1.0,shared bath,48019652
8160,386146172,36,Biarritz,96%,100%,Entire home/apt,17,90.0,"['email', 'phone']",1 bath,1000.0,Clement,47906529,1.0,bath,47906529
8161,260323156,3,Urt,13%,90%,Entire home/apt,43,571.0,"['email', 'phone']",2 baths,465.0,Alix,47917029,2.0,baths,47917029
8163,5803218,16,Bayonne,100%,100%,Entire home/apt,43,90.0,"['email', 'phone']",1.5 baths,1000.0,Pauline,47918835,1.5,baths,47918835
8164,387107261,31,Anglet,98%,100%,Entire home/apt,43,100.0,"['email', 'phone']",1 bath,1000.0,Juliana,48022256,1.0,bath,48022256
8165,387110982,2,Bayonne,96%,90%,Entire home/apt,22,114.0,"['email', 'phone']",1 bath,1000.0,Emma,48022825,1.0,bath,48022825
8166,8720046,3,Saint-Jean-de-Luz,88%,90%,Entire home/apt,39,100.0,"['email', 'phone']",1 bath,429.0,Bruno,48023287,1.0,bath,48023287
8167,165082638,146,Biarritz,100%,100%,Entire home/apt,41,121.0,"['email', 'phone']",1 bath,1000.0,Carole,48024575,1.0,bath,48024575
8168,79184885,29,Hendaye,51%,100%,Entire home/apt,47,196.0,"['email', 'phone']",3 baths,1000.0,Marcos,47920914,3.0,baths,47920914
8169,72518477,84,Biarritz,100%,100%,Entire home/apt,12,102.0,"['email', 'phone']",1 bath,968.0,Frederic,47930627,1.0,bath,47930627
8171,34568928,11,Hendaye,100%,100%,Entire home/apt,42,90.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Alistair,48028733,1.0,bath,48028733
8172,75166002,30,Bayonne,93%,90%,Entire home/apt,18,75.0,"['email', 'phone']",1 bath,742.0,Antony,48036854,1.0,bath,48036854
8173,9239008,7,Bidart,39%,100%,Entire home/apt,23,368.0,"['email', 'phone']",2.5 baths,1000.0,Edouard,48037058,2.5,baths,48037058
8174,348381727,11,Biarritz,100%,100%,Entire home/apt,31,120.0,"['email', 'phone']",1 bath,1000.0,Stéphanie,48037737,1.0,bath,48037737
8175,72248616,21,Saint-PÃ©e-sur-Nivelle,100%,100%,Entire home/apt,29,70.0,"['email', 'phone']",1 bath,852.0,Faustino,47933210,1.0,bath,47933210
8176,15224727,1,Ascain,97%,99%,Entire home/apt,21,216.0,"['email', 'phone']",1 bath,1000.0,Conciergerie Privée,48048178,1.0,bath,48048178
8177,386360962,18,Saint-Jean-de-Luz,91%,100%,Entire home/apt,18,157.0,['phone'],1 bath,1000.0,Catherine,47935572,1.0,bath,47935572
8178,361710,11,La Bastide-Clairence,94%,100%,Entire home/apt,27,79.0,"['email', 'phone']",1 bath,1000.0,Cathy,48048634,1.0,bath,48048634
8179,14746278,96,Bayonne,100%,100%,Entire home/apt,40,65.0,"['email', 'phone']",1 bath,1000.0,Kévin,47940070,1.0,bath,47940070
8180,385342536,7,Biarritz,100%,100%,Entire home/apt,32,100.0,"['email', 'phone']",1 bath,1000.0,Sandra,48051072,1.0,bath,48051072
8181,386472952,20,Sare,100%,100%,Entire home/apt,47,177.0,['phone'],2.5 baths,1000.0,Rosalie,47949703,2.5,baths,47949703
8182,24223164,26,Biarritz,71%,100%,Entire home/apt,38,120.0,"['email', 'phone']",1 bath,495.0,Meunier,47950016,1.0,bath,47950016
8183,97074183,32,Ascain,70%,100%,Entire home/apt,31,53.0,"['email', 'phone']",1 bath,535.0,Veronique,48053147,1.0,bath,48053147
8184,387477637,73,Arcangues,86%,100%,Entire home/apt,43,59.0,"['email', 'phone']",1 bath,589.0,Alain,48061427,1.0,bath,48061427
8185,15265945,12,Saint-Jean-de-Luz,100%,100%,Entire home/apt,11,257.0,"['email', 'phone']",1 bath,1000.0,Jean-Baptiste,47952723,1.0,bath,47952723
8186,177165511,18,Biarritz,99%,97%,Entire home/apt,36,120.0,"['email', 'phone']",1.5 baths,1000.0,Isabel,48062438,1.5,baths,48062438
8187,386600491,14,Saint-Jean-Pied-de-Port,100%,100%,Entire home/apt,43,64.0,"['email', 'phone']",1 bath,1000.0,Louisette,47961670,1.0,bath,47961670
8189,386652536,41,Hendaye,100%,100%,Entire home/apt,44,109.0,['phone'],1 bath,460.0,Iker,47966723,1.0,bath,47966723
8190,304590008,15,Bayonne,100%,100%,Entire home/apt,24,45.0,"['email', 'phone']",1 bath,618.0,Sandra,47970475,1.0,bath,47970475
8192,386707855,40,Biarritz,100%,75%,Entire home/apt,42,146.0,"['email', 'phone']",1 bath,1000.0,Geralde,47971668,1.0,bath,47971668
8193,137695640,20,Hendaye,99%,81%,Entire home/apt,41,245.0,"['email', 'phone']",2 baths,1000.0,Maeva,47973377,2.0,baths,47973377
8195,22928096,21,Anglet,100%,100%,Entire home/apt,35,100.0,"['email', 'phone']",1 bath,978.0,Camille,47975179,1.0,bath,47975179
8197,259218075,23,Hasparren,95%,100%,Entire home/apt,54,200.0,"['email', 'phone']",1 bath,1000.0,Alexia,48084222,1.0,bath,48084222
8198,50807310,52,Biarritz,100%,100%,Entire home/apt,34,271.0,"['email', 'phone']",1 bath,1000.0,Julien,47980261,1.0,bath,47980261
8200,17114138,9,Sare,75%,100%,Private room,20,70.0,"['email', 'phone', 'work_email']",1 shared bath,777.0,Fanfan,47984831,1.0,shared bath,47984831
8202,387730599,39,SouraÃ¯de,76%,100%,Entire home/apt,32,51.0,"['email', 'phone']",1 bath,535.0,Lauranne,48085012,1.0,bath,48085012
8203,330109595,11,Hendaye,100%,75%,Entire home/apt,13,110.0,['phone'],2 baths,617.0,Christine,48204184,2.0,baths,48204184
8204,305305708,41,Cambo-les-Bains,100%,100%,Entire home/apt,43,65.0,"['email', 'phone']",1 bath,1000.0,Florence,48090099,1.0,bath,48090099
8206,195803725,86,Anglet,100%,100%,Entire home/apt,43,64.0,"['email', 'phone']",1 bath,954.0,Olivia,48205157,1.0,bath,48205157
8207,2480726,10,Anglet,92%,100%,Entire home/apt,44,63.0,"['email', 'phone']",1 bath,811.0,Monique,48206300,1.0,bath,48206300
8208,39053404,20,Biarritz,100%,100%,Entire home/apt,31,90.0,"['email', 'phone']",1 bath,1000.0,Clement,48206649,1.0,bath,48206649
8209,343793279,4,Biarritz,100%,100%,Entire home/apt,34,80.0,"['email', 'phone']",1.5 baths,1000.0,Guillaume,48208149,1.5,baths,48208149
8210,111766553,16,EstÃ©renÃ§uby,100%,100%,Entire home/apt,47,180.0,['phone'],1 bath,1000.0,Cedric,48090378,1.0,bath,48090378
8211,12803071,0,Anglet,100%,100%,Entire home/apt,55,600.0,"['email', 'phone']",4 baths,371.0,Angie,48208264,4.0,baths,48208264
8213,23439043,8,Biarritz,69%,100%,Private room,48,83.0,"['email', 'phone']",1 private bath,1000.0,Justine,48217105,1.0,private bath,48217105
8214,7017510,12,Ordiarp,86%,100%,Entire home/apt,43,320.0,"['email', 'phone']",14 baths,1000.0,Jacky,48098532,14.0,baths,48098532
8216,216247725,4,Biarritz,96%,96%,Entire home/apt,31,187.0,"['email', 'phone']",2 baths,1000.0,Julie Et Pierre,48223495,2.0,baths,48223495
8218,349040002,40,Ustaritz,99%,100%,Entire home/apt,38,50.0,"['email', 'phone']",1 bath,1000.0,Christophe,48228614,1.0,bath,48228614
8219,130005487,0,GuÃ©thary,100%,98%,Entire home/apt,14,250.0,"['email', 'phone']",1 bath,1000.0,Agence Poplidays,48232585,1.0,bath,48232585
8220,78471388,13,Saint-Pierre-d'Irube,75%,100%,Entire home/apt,26,65.0,"['email', 'phone']",1 bath,862.0,Pascal,48100842,1.0,bath,48100842
8221,331084648,25,Biarritz,96%,100%,Entire home/apt,21,144.0,"['email', 'phone']",1 bath,1000.0,Toinon,48241986,1.0,bath,48241986
8222,181036617,0,GuÃ©thary,98%,90%,Entire home/apt,26,983.0,"['email', 'phone']",5 baths,1000.0,Keyweek,48243185,5.0,baths,48243185
8223,181036617,4,Biarritz,98%,90%,Entire home/apt,17,125.0,"['email', 'phone']",1 bath,1000.0,Keyweek,48243192,1.0,bath,48243192
8224,387478381,20,Hasparren,81%,100%,Entire home/apt,41,75.0,"['email', 'phone']",1 bath,915.0,Marc,48252612,1.0,bath,48252612
8225,378829038,1,Ciboure,33%,90%,Entire home/apt,23,377.0,"['email', 'phone']",1.5 baths,1000.0,Camille & Gaëlle,48103334,1.5,baths,48103334
8226,78255711,16,Saint-Jean-de-Luz,63%,100%,Entire home/apt,42,130.0,"['email', 'phone']",1 bath,558.0,Alexandre,48256029,1.0,bath,48256029
8227,378829038,1,Biarritz,33%,90%,Entire home/apt,23,520.0,"['email', 'phone']",1.5 baths,1000.0,Camille & Gaëlle,48103335,1.5,baths,48103335
8228,180446021,2,Boucau,100%,100%,Entire home/apt,35,130.0,"['email', 'phone']",2 baths,562.0,Sophie,48261404,2.0,baths,48261404
8229,138308783,10,Anglet,100%,100%,Entire home/apt,33,123.0,"['email', 'phone']",1 bath,903.0,Sarah,48261612,1.0,bath,48261612
8230,378829038,0,Anglet,33%,90%,Entire home/apt,28,1675.0,"['email', 'phone']",4.5 baths,1000.0,Camille & Gaëlle,48103346,4.5,baths,48103346
8231,389480597,19,Saint-Jean-de-Luz,90%,100%,Entire home/apt,34,58.0,"['email', 'phone']",1 bath,978.0,Laurence,48264429,1.0,bath,48264429
8232,378829038,0,Bidart,33%,90%,Entire home/apt,27,871.0,"['email', 'phone']",3.5 baths,1000.0,Camille & Gaëlle,48103348,3.5,baths,48103348
8233,251726163,17,Biarritz,98%,100%,Entire home/apt,42,132.0,['phone'],1.5 baths,1000.0,Alexandre,48103895,1.5,baths,48103895
8236,133059316,0,Cambo-les-Bains,100%,87%,Entire home/apt,13,250.0,"['email', 'phone']",1 bath,691.0,Agence Poplidays 5,48114006,1.0,bath,48114006
8237,360133275,2,Saint-Ãtienne-de-BaÃ¯gorry,75%,100%,Entire home/apt,27,390.0,"['email', 'phone']",3 baths,1000.0,Karine,48265325,3.0,baths,48265325
8238,130005487,0,Cambo-les-Bains,100%,98%,Entire home/apt,17,250.0,"['email', 'phone']",1 bath,945.0,Agence Poplidays,48114007,1.0,bath,48114007
8239,184945495,16,Saint-Jean-de-Luz,99%,99%,Entire home/apt,24,42.0,"['email', 'phone']",1 bath,1000.0,Welkeys,48114518,1.0,bath,48114518
8240,10337859,0,Ascarat,50%,100%,Private room,15,100.0,"['email', 'phone']",1 shared bath,479.0,Catherine,48115909,1.0,shared bath,48115909
8241,184945495,24,Biarritz,99%,99%,Entire home/apt,27,65.0,"['email', 'phone']",1 bath,1000.0,Welkeys,48117926,1.0,bath,48117926
8242,388028017,40,Saint-Jean-de-Luz,75%,97%,Entire home/apt,47,99.0,"['email', 'phone']",1.5 baths,1000.0,MaiaLEN,48118273,1.5,baths,48118273
8243,355427411,15,Biarritz,83%,100%,Entire home/apt,33,75.0,"['email', 'phone']",1 bath,301.0,Benjamin,48267973,1.0,bath,48267973
8244,130005487,2,Hendaye,100%,98%,Entire home/apt,16,250.0,"['email', 'phone']",1 bath,885.0,Agence Poplidays,48118471,1.0,bath,48118471
8245,350504296,14,Anglet,100%,100%,Entire home/apt,46,90.0,"['email', 'phone']",1.5 baths,1000.0,Aurélia,48276332,1.5,baths,48276332
8246,1311926,14,Ahetze,75%,100%,Entire home/apt,51,150.0,"['email', 'phone']",1 bath,1000.0,Susana,48118824,1.0,bath,48118824
8247,389619474,34,Bidart,100%,100%,Entire home/apt,39,112.0,"['email', 'phone']",1 bath,1000.0,Isabelle,48277993,1.0,bath,48277993
8248,30010747,8,Saint-Martin-d'Arrossa,100%,100%,Entire home/apt,19,236.0,"['email', 'phone']",5 baths,1000.0,Alex,48119210,5.0,baths,48119210
8249,27089227,31,Biarritz,77%,95%,Entire home/apt,9,81.0,"['email', 'phone']",1 bath,1000.0,Ashleigh,48280147,1.0,bath,48280147
8250,10337859,0,Ascarat,50%,100%,Private room,15,95.0,"['email', 'phone']",1 shared bath,479.0,Catherine,48119300,1.0,shared bath,48119300
8251,10337859,1,Ascarat,50%,100%,Private room,15,115.0,"['email', 'phone']",1 private bath,479.0,Catherine,48119657,1.0,private bath,48119657
8252,10337859,2,Ascarat,50%,100%,Private room,15,110.0,"['email', 'phone']",1 private bath,479.0,Catherine,48119860,1.0,private bath,48119860
8253,10337859,1,Ascarat,50%,100%,Private room,15,105.0,"['email', 'phone']",1 private bath,479.0,Catherine,48120016,1.0,private bath,48120016
8254,12384234,1,Saint-PÃ©e-sur-Nivelle,95%,100%,Entire home/apt,46,380.0,"['email', 'phone']",4 baths,1000.0,Cécile,48127228,4.0,baths,48127228
8255,389732975,12,Biarritz,89%,100%,Entire home/apt,32,94.0,['phone'],1 bath,1000.0,Sandra,48289268,1.0,bath,48289268
8256,58730679,1,Lantabat,100%,100%,Entire home/apt,50,63.0,"['email', 'phone']",1 bath,649.0,Nathalie,48296795,1.0,bath,48296795
8258,11040804,8,Saint-Jean-de-Luz,80%,100%,Entire home/apt,22,160.0,"['email', 'phone']",1.5 baths,960.0,Cléo,48298796,1.5,baths,48298796
8259,387110982,2,Biarritz,96%,90%,Entire home/apt,21,170.0,"['email', 'phone']",1 bath,1000.0,Emma,48131717,1.0,bath,48131717
8260,27196570,26,Anglet,71%,100%,Private room,26,110.0,"['email', 'phone']",1 private bath,721.0,Anthony,48299433,1.0,private bath,48299433
8261,176527828,10,Biarritz,95%,98%,Entire home/apt,33,108.0,"['email', 'phone']",1 bath,1000.0,Delphine,48139589,1.0,bath,48139589
8263,183684229,0,Bayonne,27%,71%,Private room,40,35.0,"['email', 'phone']",1 shared bath,264.0,Benjamin,48139705,1.0,shared bath,48139705
8264,27196570,3,Anglet,71%,100%,Entire home/apt,51,500.0,"['email', 'phone']",2 baths,40.0,Anthony,48305583,2.0,baths,48305583
8265,184945495,29,Saint-Jean-de-Luz,99%,99%,Entire home/apt,24,42.0,"['email', 'phone']",1 bath,1000.0,Welkeys,48140763,1.0,bath,48140763
8266,26432059,25,Saint-Jean-de-Luz,100%,100%,Entire home/apt,29,106.0,"['email', 'phone']",1 bath,578.0,Jérémy,48306831,1.0,bath,48306831
8268,11269967,11,Biarritz,92%,100%,Entire home/apt,20,53.0,"['email', 'phone']",1 bath,834.0,Anais,48143121,1.0,bath,48143121
8269,106471327,11,Anglet,97%,100%,Entire home/apt,44,134.0,"['email', 'phone']",1 bath,1000.0,Marine Et Valérie,48310059,1.0,bath,48310059
8270,10520072,4,AÃ¯cirits-Camou-Suhast,100%,100%,Private room,9,100.0,"['email', 'phone']",1 private bath,383.0,Laurent,48313195,1.0,private bath,48313195
8271,24059895,8,Bayonne,93%,100%,Entire home/apt,35,71.0,"['email', 'phone']",1 bath,589.0,Julien,48316184,1.0,bath,48316184
8272,390037988,2,OssÃ¨s,29%,100%,Entire home/apt,45,70.0,"['email', 'phone']",1 bath,557.0,Odile,48321768,1.0,bath,48321768
8273,388308471,3,Suhescun,100%,100%,Entire home/apt,26,60.0,"['email', 'phone']",1 bath,246.0,Dominique,48146904,1.0,bath,48146904
8274,68554552,5,Ustaritz,70%,100%,Private room,24,30.0,"['email', 'phone']",1 shared bath,615.0,David,48153833,1.0,shared bath,48153833
8275,41291043,72,Hendaye,100%,100%,Entire home/apt,54,83.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Dany,48154330,1.0,bath,48154330
8277,3419305,6,Biarritz,97%,71%,Entire home/apt,20,232.0,"['email', 'phone']",1 bath,1000.0,Manon,48327294,1.0,bath,48327294
8278,24114558,2,Biarritz,100%,100%,Entire home/apt,34,575.0,"['email', 'phone']",2 baths,1000.0,Frédérique,48154364,2.0,baths,48154364
8279,80396346,15,Biarritz,90%,100%,Entire home/apt,41,180.0,"['email', 'phone']",1 bath,633.0,Nathalie,48328843,1.0,bath,48328843
8280,3419305,0,Biarritz,97%,71%,Entire home/apt,27,2142.0,"['email', 'phone']",4 baths,1000.0,Manon,48337994,4.0,baths,48337994
8281,388412417,56,Biarritz,100%,100%,Entire home/apt,35,88.0,['phone'],1 bath,942.0,Annie,48156339,1.0,bath,48156339
8282,184945495,2,Boucau,99%,99%,Entire home/apt,27,253.0,"['email', 'phone']",2 baths,1000.0,Welkeys,48338992,2.0,baths,48338992
8283,10520072,11,AÃ¯cirits-Camou-Suhast,100%,100%,Private room,3,100.0,"['email', 'phone']",1 private bath,549.0,Laurent,48342706,1.0,private bath,48342706
8284,43432797,10,Biarritz,64%,100%,Entire home/apt,49,135.0,"['email', 'phone']",1 bath,295.0,Alexandre,48354772,1.0,bath,48354772
8286,390361201,44,Biarritz,90%,100%,Entire home/apt,32,75.0,"['email', 'phone']",1 bath,342.0,Jennifer,48360552,1.0,bath,48360552
8287,98782355,4,Mouguerre,100%,100%,Entire home/apt,52,210.0,"['email', 'phone']",2 baths,776.0,Marine,48360664,2.0,baths,48360664
8288,386600491,27,Saint-Jean-Pied-de-Port,100%,100%,Entire home/apt,47,66.0,"['email', 'phone']",1 bath,1000.0,Louisette,48156573,1.0,bath,48156573
8289,134650829,48,Biarritz,79%,100%,Entire home/apt,25,60.0,"['email', 'phone']",1 bath,259.0,Stephanie,48368122,1.0,bath,48368122
8290,4054090,3,Biarritz,80%,100%,Entire home/apt,29,124.0,"['email', 'phone']",1 bath,1000.0,Catherine,48165181,1.0,bath,48165181
8291,76308045,10,Ascain,100%,100%,Entire home/apt,32,90.0,"['email', 'phone']",1 bath,1000.0,Baptiste,48369880,1.0,bath,48369880
8292,350572109,17,Anglet,100%,100%,Entire home/apt,36,100.0,"['email', 'phone']",1 bath,556.0,Jean Baptiste,48167780,1.0,bath,48167780
8294,348454065,59,Bidart,99%,100%,Entire home/apt,25,100.0,"['email', 'phone']",1 bath,356.0,Marianne,48168917,1.0,bath,48168917
8296,390458805,14,Bidart,100%,100%,Entire home/apt,25,300.0,['phone'],2 baths,1000.0,Martine,48370610,2.0,baths,48370610
8297,349846986,20,Bidart,83%,100%,Entire home/apt,36,120.0,"['email', 'phone']",1 bath,858.0,Didier,48176332,1.0,bath,48176332
8298,32603368,4,Biarritz,40%,100%,Entire home/apt,17,172.0,"['email', 'phone']",2 baths,567.0,Raphael,48373427,2.0,baths,48373427
8299,13824196,2,Bayonne,67%,100%,Entire home/apt,2,76.0,"['email', 'phone']",1 bath,363.0,Pierre,48373749,1.0,bath,48373749
8302,388707940,44,Biarritz,94%,100%,Entire home/apt,43,82.0,"['email', 'phone']",1 bath,490.0,Suzette,48182222,1.0,bath,48182222
8303,385573825,13,Anglet,100%,100%,Entire home/apt,55,137.0,['phone'],2 baths,1000.0,Patrick,48188060,2.0,baths,48188060
8304,390501032,4,Biarritz,71%,100%,Entire home/apt,46,91.0,['phone'],1 bath,1000.0,Chantal,48376383,1.0,bath,48376383
8307,176197106,4,Biarritz,100%,100%,Entire home/apt,28,1283.0,"['email', 'phone']",5 baths,1000.0,Anne-Laure - Agence Prestant,48388020,5.0,baths,48388020
8308,388910299,4,Biarritz,36%,100%,Entire home/apt,32,90.0,['phone'],1 bath,572.0,Christophe,48203104,1.0,bath,48203104
8309,79419048,18,IroulÃ©guy,100%,100%,Entire home/apt,36,75.0,"['email', 'phone']",2 baths,503.0,Nicolas,48459732,2.0,baths,48459732
8310,17771620,14,Anglet,80%,100%,Entire home/apt,33,100.0,"['email', 'phone']",1 bath,930.0,Maité,48461967,1.0,bath,48461967
8311,186039534,25,Bayonne,100%,95%,Entire home/apt,21,125.0,"['email', 'phone']",1 bath,932.0,Benoit,48388830,1.0,bath,48388830
8312,46200781,34,Bayonne,100%,92%,Entire home/apt,42,70.0,"['email', 'phone']",1 bath,666.0,Manon,48390047,1.0,bath,48390047
8313,390633086,0,Anglet,75%,100%,Entire home/apt,58,400.0,['phone'],3 baths,758.0,Jean Marc,48390407,3.0,baths,48390407
8314,184945495,20,Biarritz,99%,99%,Entire home/apt,28,100.0,"['email', 'phone']",1 bath,1000.0,Welkeys,48391313,1.0,bath,48391313
8315,390643395,18,Lahonce,100%,100%,Entire home/apt,14,83.0,['phone'],2 baths,661.0,Martine,48392231,2.0,baths,48392231
8316,62885716,0,Saint-Jean-de-Luz,99%,90%,Entire home/apt,12,138.0,"['email', 'phone', 'work_email']",2 baths,812.0,Lisa,48394459,2.0,baths,48394459
8317,77245476,17,Hendaye,100%,100%,Entire home/apt,46,80.0,"['email', 'phone']",2 baths,914.0,Sandra,48406579,2.0,baths,48406579
8318,92840437,28,Anglet,100%,100%,Entire home/apt,35,100.0,"['email', 'phone']",1 bath,804.0,Adrian,48412367,1.0,bath,48412367
8320,12714079,39,Bidart,98%,100%,Entire home/apt,43,99.0,"['email', 'phone']",1 bath,1000.0,Stephanie,48477357,1.0,bath,48477357
8321,36364276,5,Ahetze,69%,100%,Entire home/apt,59,160.0,"['email', 'phone']",1 bath,1000.0,Christelle,48479536,1.0,bath,48479536
8322,264058119,15,Hendaye,100%,100%,Entire home/apt,41,65.0,"['email', 'phone']",1 bath,1000.0,Jean-Gabriel,48482207,1.0,bath,48482207
8323,79419048,20,IroulÃ©guy,100%,100%,Entire home/apt,37,75.0,"['email', 'phone']",2 baths,501.0,Nicolas,48413630,2.0,baths,48413630
8324,389502338,2,Saint-Jean-Pied-de-Port,100%,100%,Private room,15,90.0,"['email', 'phone']",1 private bath,509.0,Bernadette,48417278,1.0,private bath,48417278
8325,42061021,40,Anglet,100%,100%,Entire home/apt,29,50.0,"['email', 'phone']",1 bath,1000.0,Nicolas,48418424,1.0,bath,48418424
8327,15435767,27,Biarritz,100%,50%,Entire home/apt,23,99.0,"['email', 'phone']",1 bath,1000.0,Agathe,48419832,1.0,bath,48419832
8328,28230705,32,Saint-Jean-de-Luz,93%,100%,Entire home/apt,31,96.0,"['email', 'phone']",1 bath,778.0,Dorian,48422582,1.0,bath,48422582
8329,88766907,12,Bidart,100%,100%,Entire home/apt,31,89.0,"['email', 'phone']",1 bath,1000.0,Ingrid,48483024,1.0,bath,48483024
8330,122190265,16,Larressore,99%,97%,Entire home/apt,12,76.0,['phone'],1 bath,717.0,Julie,48514897,1.0,bath,48514897
8331,334657739,2,Bidache,100%,100%,Entire home/apt,43,83.0,"['email', 'phone']",2 baths,999.0,Lionel,48515985,2.0,baths,48515985
8332,67686729,16,Biarritz,92%,100%,Entire home/apt,33,110.0,"['email', 'phone', 'work_email']",1 bath,937.0,Anastasia,48422930,1.0,bath,48422930
8333,391512367,12,Cambo-les-Bains,100%,100%,Entire home/apt,33,43.0,"['email', 'phone']",1 bath,1000.0,Marie-José,48518544,1.0,bath,48518544
8334,17004891,14,Urrugne,96%,100%,Entire home/apt,39,135.0,"['email', 'phone']",1.5 baths,1000.0,Vanessa,48436433,1.5,baths,48436433
8335,247215440,23,Mouguerre,100%,100%,Entire home/apt,32,50.0,"['email', 'phone']",1 bath,636.0,Martine,48439957,1.0,bath,48439957
8336,177172959,18,Biarritz,79%,67%,Entire home/apt,28,27.0,"['email', 'phone']",1 bath,694.0,Alexis,48519781,1.0,bath,48519781
8337,391546553,31,Saint-PÃ©e-sur-Nivelle,79%,100%,Entire home/apt,35,77.0,"['email', 'phone']",2 baths,460.0,Maritxu,48523137,2.0,baths,48523137
8338,1784503,9,Anglet,100%,100%,Entire home/apt,38,149.0,"['email', 'phone']",1 bath,1000.0,Eric,48524125,1.0,bath,48524125
8339,246567526,18,Biarritz,56%,89%,Entire home/apt,33,70.0,"['email', 'phone']",1 bath,729.0,Christophe,48443573,1.0,bath,48443573
8340,29688557,44,Saint-Jean-de-Luz,100%,100%,Entire home/apt,19,68.0,"['email', 'phone']",1 bath,1000.0,Anthony,48443758,1.0,bath,48443758
8341,96158619,4,Biarritz,83%,75%,Entire home/apt,48,60.0,"['email', 'phone']",1 bath,557.0,Thomas,48535312,1.0,bath,48535312
8342,28585934,6,Anglet,97%,100%,Entire home/apt,43,106.0,"['email', 'phone']",2 baths,615.0,Angeluko,48456483,2.0,baths,48456483
8343,391084121,48,Bidart,93%,100%,Entire home/apt,17,80.0,['phone'],1 bath,1000.0,Clémentine,48456779,1.0,bath,48456779
8344,218765540,0,Bidart,89%,100%,Entire home/apt,16,88.0,"['email', 'phone']",1.5 baths,1000.0,Leavetown,48703882,1.5,baths,48703882
